	Domain	Supergroup	Kingdom	Phylum	Order	Class	Family	Genus
ASV15337	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15340	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15346	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15355	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15367	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15381	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15400	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15411	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15430	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15438	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15458	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15463	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15486	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15501	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15511	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15526	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15551	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15589	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15597	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15613	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15615	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15632	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15634	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15651	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15652	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15657	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15678	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15696	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15697	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15699	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15706	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15725	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15739	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15740	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15772	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15775	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15777	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15779	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15805	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15807	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15810	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15820	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15826	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15829	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15831	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15832	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15853	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV15866	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_unclassified	Saccharomycotina_unclassified	Saccharomycotina_unclassified
ASV03010	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycotina_X	Nadsonia	Nadsonia_fulvescens
ASV01070	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Spencermartinsiella	Spencermartinsiella_europaea
ASV00888	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Stephanoascales_unclassified	Stephanoascales_unclassified
ASV02286	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Stephanoascales_unclassified	Stephanoascales_unclassified
ASV03358	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Stephanoascales_unclassified	Stephanoascales_unclassified
ASV05306	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Stephanoascales_unclassified	Stephanoascales_unclassified
ASV05524	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Stephanoascales_unclassified	Stephanoascales_unclassified
ASV08410	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Stephanoascales_unclassified	Stephanoascales_unclassified
ASV10367	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Stephanoascales_unclassified	Stephanoascales_unclassified
ASV12208	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Stephanoascales	Stephanoascales_unclassified	Stephanoascales_unclassified
ASV00416	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV00490	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV00495	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV01648	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV01723	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV01777	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV02372	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV02644	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV04064	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV05961	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV07332	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV08279	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV09519	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV09928	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV10189	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV10211	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV10317	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV10793	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV10868	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV12193	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV12364	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV14258	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV14877	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV15436	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified
ASV04751	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Athelia	Athelia_sp.
ASV03571	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Coniophora	Coniophora_arida
ASV02676	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Guehomyces	Guehomyces_pullulans
ASV09476	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Jaapia	Jaapia_argillacea
ASV01822	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Mrakia	Mrakia_frigida
ASV02335	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Suillus	Suillus_unclassified
ASV04798	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Suillus	Suillus_unclassified
ASV07505	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Tulasnella	Tulasnella_calospora
ASV08320	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Tulasnella	Tulasnella_calospora
ASV01435	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Tulasnella	Tulasnella_unclassified
ASV08729	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Tulasnella	Tulasnella_unclassified
ASV00103	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV00926	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV00974	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV01499	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV01594	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV01658	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV01805	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV01877	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV02049	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV02330	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV02405	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV03007	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV03123	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV03386	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV03408	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV03752	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV03784	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV03931	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV04233	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV04306	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV04352	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV04396	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV04713	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV04927	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV05244	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV05325	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV05355	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV05908	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV06234	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV06394	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV06470	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV06472	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV06485	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV06606	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV06702	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV07060	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV07134	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV07301	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV07329	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV07330	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV07879	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV08109	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV08199	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV08315	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV08720	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV09542	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV09560	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV10764	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV11129	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV11423	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV11738	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV12016	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV13133	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV13251	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV13409	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV13433	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV13899	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV14241	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV14553	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV14753	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV15133	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycotina_unclassified	Agaricomycotina_unclassified	Agaricomycotina_unclassified
ASV01366	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Dacrymycetes	Calocera	Calocera_viscosa
ASV04176	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Dacrymycetes	Dacrymycetes_unclassified	Dacrymycetes_unclassified
ASV00751	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_gattii
ASV00142	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV00736	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV01595	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV01665	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV04827	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV05128	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV09722	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV10097	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV12241	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV13065	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV15094	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_unclassified
ASV13603	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Fellomyces	Fellomyces_unclassified
ASV09882	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Kockovaella	Kockovaella_unclassified
ASV00220	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremella	Tremella_foliacea
ASV11911	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremella	Tremella_foliacea
