	Domain	Supergroup	Kingdom	Phylum	Order	Class	Family	Genus
ASV11924	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremella	Tremella_foliacea
ASV00064	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00122	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00180	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00183	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00207	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00244	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00358	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00507	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00535	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00552	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00556	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00660	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00786	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00864	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00871	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00885	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00971	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV00998	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01036	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01159	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01194	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01198	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01410	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01451	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01528	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01770	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01772	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02030	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02065	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02127	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02244	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02289	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02322	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02378	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02437	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02668	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02682	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02752	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02809	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV02913	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03033	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03131	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03262	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03507	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03566	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03623	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03740	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03806	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV03955	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV04110	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV04322	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV04562	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV04641	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05015	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05023	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05197	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05213	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05372	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05456	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05596	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05655	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV05753	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06064	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06113	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06450	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06520	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06564	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06614	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06785	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06839	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06939	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV06941	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07056	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07238	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07363	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07447	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07453	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07493	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07592	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07613	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07699	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07721	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07724	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV07929	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV08092	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV08239	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV08473	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV08549	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV08737	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV09263	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV09428	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV09499	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV09728	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV09783	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10030	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10168	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10303	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10364	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10450	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10492	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10542	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10569	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV10589	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV11126	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV11219	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV11403	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV11682	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV11835	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV11933	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV11993	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12011	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12021	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12068	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12265	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12326	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12478	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12524	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12624	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12835	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV12905	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV13250	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV13692	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV13780	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV13922	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV14038	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV14089	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV14098	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV14613	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV14709	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV14966	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV15053	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV15091	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV15506	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV15752	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV15769	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV15795	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV15822	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified	Tremellomycetes_unclassified
ASV01985	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Trichosporon	Trichosporon_cutaneum
ASV00810	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Trichosporon	Trichosporon_moniliiforme
ASV06243	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Trichosporon	Trichosporon_moniliiforme
ASV00004	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Trichosporon	Trichosporon_porosum
